PID,Fraud,DeductibleAmt,AmtReimbursed,CountOfCID,AvgAmtReimb,AvgAmtDed,CountOfBene,AvgReimbPerBene,AvgDedPerBene,AvgAge
PRV51605,No,5520,46990,72,653,77,70,671,79,75
PRV51606,No,10680,66100,46,1437,232,45,1469,237,74
PRV51607,No,60,15410,15,1027,4,15,1027,4,74
PRV51608,No,9892,78140,37,2112,267,37,2112,267,73
PRV51609,No,11878,110790,75,1477,158,70,1583,170,75
PRV51610,No,3204,43150,6,7192,534,6,7192,534,76
PRV51611,No,0,2780,8,348,0,8,348,0,74
PRV51612,No,6408,66770,13,5136,493,13,5136,493,77
PRV51613,No,4272,20450,21,974,203,21,974,203,70
PRV51614,Yes,155410,1472150,268,5493,580,243,6058,640,74
PRV51616,No,0,6120,26,235,0,26,235,0,72
PRV51617,No,11748,111270,22,5058,534,22,5058,534,81
PRV51618,No,1068,2000,1,2000,1068,1,2000,1068,66
PRV51619,No,7476,78150,19,4113,393,18,4342,415,78
PRV51620,No,3204,21190,8,2649,401,8,2649,401,77
PRV51621,No,0,530,9,59,0,9,59,0,72
PRV51622,No,9682,101690,103,987,94,94,1082,103,71
PRV51623,No,7476,56350,21,2683,356,21,2683,356,71
PRV51624,No,40,320,5,64,8,5,64,8,67
PRV51625,No,4272,19420,7,2774,610,7,2774,610,76
PRV51626,No,1068,36920,9,4102,119,9,4102,119,79
PRV51627,No,3204,44860,26,1725,123,26,1725,123,76
PRV51628,No,2136,13320,6,2220,356,6,2220,356,78
PRV51629,No,22428,213000,22,9682,1019,20,10650,1121,78
PRV51630,No,1068,1860,5,372,214,5,372,214,77
PRV51631,No,0,1500,6,250,0,6,250,0,84
PRV51632,No,4342,26850,26,1033,167,25,1074,174,76
PRV51634,No,5620,71090,119,597,47,116,613,48,74
PRV51635,No,1068,28120,29,970,37,29,970,37,71
PRV51636,No,3924,180020,316,570,12,187,963,21,74
PRV51637,No,7576,43440,34,1278,223,34,1278,223,78
PRV51638,No,2136,20490,4,5123,534,4,5123,534,64
PRV51639,No,12816,112520,29,3880,442,29,3880,442,76
PRV51640,No,3204,17490,7,2499,458,7,2499,458,76
PRV51641,No,90,1700,14,121,6,13,131,7,80
PRV51642,No,120,10460,29,361,4,25,418,5,75
PRV51644,No,1178,16490,24,687,49,24,687,49,72
PRV51645,No,90,280,5,56,18,5,56,18,72
PRV51647,No,6408,44940,12,3745,534,12,3745,534,78
PRV51650,No,0,13290,24,554,0,23,578,0,68
PRV51652,No,270,17600,64,275,4,49,359,6,73
PRV51653,No,110,8530,24,355,5,24,355,5,76
PRV51654,No,10,220,2,110,5,2,110,5,62
PRV51655,No,40,70,3,23,13,3,23,13,77
PRV51656,No,0,4860,23,211,0,23,211,0,71
PRV51657,No,200,3760,4,940,50,4,940,50,72
PRV51658,No,0,1770,5,354,0,5,354,0,69
PRV51660,No,30,180,3,60,10,3,60,10,60
PRV51661,No,570,47570,134,355,4,89,534,6,74
PRV51664,No,50,790,10,79,5,10,79,5,74
PRV51665,No,40,3810,15,254,3,15,254,3,77
PRV51666,No,0,50,1,50,0,1,50,0,49
PRV51668,No,110,9020,38,237,3,27,334,4,78
PRV51669,No,320,21060,76,277,4,74,285,4,73
PRV51670,No,2318,122850,436,282,5,286,430,8,76
PRV51671,No,100,8490,39,218,3,39,218,3,74
PRV51672,No,0,2270,6,378,0,6,378,0,69
PRV51673,No,680,51180,183,280,4,77,665,9,74
PRV51674,No,0,1400,4,350,0,4,350,0,79
PRV51675,No,100,7690,28,275,4,28,275,4,71
PRV51676,No,3724,91920,138,666,27,126,730,30,75
PRV51678,No,310,25540,66,387,5,64,399,5,75
PRV51679,No,2206,39420,38,1037,58,16,2464,138,78
PRV51681,No,1068,69130,26,2659,41,26,2659,41,71
PRV51682,No,0,9110,16,569,0,16,569,0,80
PRV51685,No,80,11830,55,215,1,40,296,2,75
PRV51687,No,100,2530,10,253,10,6,422,17,72
PRV51688,No,2136,22660,9,2518,237,9,2518,237,73
PRV51689,No,0,1700,1,1700,0,1,1700,0,67
PRV51690,No,7816,125280,255,491,31,221,567,35,75
PRV51691,No,180,26790,88,304,2,49,547,4,73
PRV51692,No,0,970,11,88,0,11,88,0,72
PRV51693,No,380,21100,113,187,3,51,414,7,75
PRV51694,No,70,5940,26,228,3,21,283,3,71
PRV51695,No,1270,113180,429,264,3,177,639,7,72
PRV51696,No,0,730,9,81,0,9,81,0,68
PRV51697,No,380,21600,63,343,6,54,400,7,75
PRV51698,No,0,1910,13,147,0,13,147,0,73
PRV51699,No,1020,53760,209,257,5,131,410,8,73
PRV51702,No,80,3230,10,323,8,10,323,8,71
PRV51703,No,0,80,2,40,0,2,40,0,70
PRV51704,No,0,600,1,600,0,1,600,0,67
PRV51705,No,0,400,1,400,0,1,400,0,80
PRV51706,No,0,330,2,165,0,2,165,0,80
PRV51707,No,40,270,12,23,3,12,23,3,76
PRV51708,No,50,410,4,103,13,4,103,13,83
PRV51709,No,0,1610,10,161,0,10,161,0,71
PRV51710,No,15032,121080,17,7122,884,17,7122,884,77
PRV51711,No,1068,4000,1,4000,1068,1,4000,1068,67
PRV51712,No,0,860,3,287,0,3,287,0,80
PRV51713,No,50,1380,13,106,4,13,106,4,72
PRV51715,No,3204,67340,12,5612,267,12,5612,267,75
PRV51716,No,110,23030,82,281,1,64,360,2,74
PRV51718,No,0,2170,8,271,0,8,271,0,83
PRV51719,No,0,4740,4,1185,0,4,1185,0,73
PRV51720,No,0,720,4,180,0,4,180,0,75
PRV51721,No,0,680,5,136,0,5,136,0,84
PRV51722,No,0,30,1,30,0,1,30,0,70
PRV51723,No,100,5340,16,334,6,16,334,6,77
PRV51724,No,0,2480,6,413,0,6,413,0,69
PRV51725,No,80,190,4,48,20,4,48,20,73
PRV51726,No,0,6790,21,323,0,21,323,0,73
PRV51727,No,0,1950,3,650,0,3,650,0,53
PRV51729,No,0,3740,19,197,0,19,197,0,78
PRV51731,No,230,8720,38,229,6,38,229,6,72
PRV51732,No,60,6960,12,580,5,12,580,5,72
PRV51733,No,0,70,2,35,0,2,35,0,74
PRV51734,No,30,7900,20,395,2,20,395,2,79
PRV51735,No,0,350,4,88,0,4,88,0,77
PRV51736,No,0,5620,21,268,0,21,268,0,79
PRV51737,No,380,50300,152,331,3,106,475,4,73
PRV51738,No,0,850,16,53,0,14,61,0,76
PRV51739,No,110,13700,74,185,1,72,190,2,73
PRV51740,No,350,14010,57,246,6,51,275,7,74
PRV51741,No,0,5190,35,148,0,34,153,0,74
PRV51742,No,50,2830,13,218,4,13,218,4,82
PRV51743,No,390,29380,118,249,3,115,255,3,74
PRV51744,No,0,660,5,132,0,5,132,0,76
PRV51745,No,200,2290,13,176,15,12,191,17,75
PRV51746,No,0,10490,26,403,0,25,420,0,74
PRV51747,No,0,1500,4,375,0,4,375,0,66
PRV51748,No,0,8060,18,448,0,18,448,0,75
PRV51749,No,80,2780,6,463,13,6,463,13,73
PRV51750,No,80,1600,3,533,27,3,533,27,78
PRV51751,No,0,900,2,450,0,2,450,0,77
PRV51752,No,150,32740,87,376,2,69,474,2,74
PRV51753,No,0,1210,4,303,0,4,303,0,76
PRV51754,No,0,2120,9,236,0,9,236,0,70
PRV51755,No,0,590,6,98,0,6,98,0,71
PRV51758,No,0,910,7,130,0,7,130,0,79
PRV51759,No,0,1090,13,84,0,13,84,0,74
PRV51761,No,0,1870,11,170,0,11,170,0,67
PRV51762,No,0,3100,14,221,0,14,221,0,77
PRV51763,No,0,3960,11,360,0,11,360,0,68
PRV51764,No,100,6060,33,184,3,33,184,3,74
PRV51765,No,0,2870,14,205,0,14,205,0,73
PRV51766,No,0,2290,23,100,0,23,100,0,77
PRV51767,No,200,4060,12,338,17,12,338,17,73
PRV51769,No,0,4800,15,320,0,15,320,0,74
PRV51770,No,130,6820,15,455,9,15,455,9,71
PRV51771,No,60,8530,40,213,2,34,251,2,75
PRV51773,No,0,760,5,152,0,5,152,0,81
PRV51774,No,0,2990,3,997,0,3,997,0,75
PRV51775,No,220,9610,39,246,6,36,267,6,75
PRV51776,No,80,12640,54,234,1,31,408,3,74
PRV51778,No,0,250,3,83,0,3,83,0,71
PRV51779,No,0,7690,24,320,0,22,350,0,76
PRV51780,No,40,5120,34,151,1,16,320,3,73
PRV51781,No,100,3000,24,125,4,20,150,5,73
PRV51784,No,0,3820,8,478,0,7,546,0,70
PRV51786,No,70,280,5,56,14,4,70,18,65
PRV51787,No,0,150,3,50,0,3,50,0,77
PRV51788,No,220,38790,139,279,2,85,456,3,74
PRV51789,No,80,6940,32,217,3,28,248,3,76
PRV51790,No,50,18580,76,244,1,74,251,1,74
PRV51792,No,200,21390,46,465,4,26,823,8,75
PRV51793,No,0,5000,25,200,0,12,417,0,66
PRV51794,No,0,2020,11,184,0,11,184,0,77
PRV51795,No,0,7510,36,209,0,26,289,0,75
PRV51796,No,0,140,4,35,0,4,35,0,73
PRV51797,No,100,450,5,90,20,4,113,25,65
PRV51798,No,0,1420,10,142,0,8,178,0,77
PRV51799,No,0,730,3,243,0,3,243,0,83
PRV51801,No,40,5030,20,252,2,20,252,2,81
PRV51802,No,200,4930,24,205,8,22,224,9,80
PRV51803,No,2136,33570,5,6714,427,5,6714,427,75
PRV51805,Yes,3204,67000,3,22333,1068,3,22333,1068,72
PRV51806,No,1068,13000,1,13000,1068,1,13000,1068,70
PRV51807,No,7476,98000,7,14000,1068,7,14000,1068,79
PRV51809,No,28836,242020,27,8964,1068,26,9308,1109,75
PRV51810,No,3204,29000,3,9667,1068,3,9667,1068,84
PRV51811,No,16020,199000,15,13267,1068,15,13267,1068,71
PRV51812,No,1068,6000,1,6000,1068,1,6000,1068,58
PRV51813,No,10680,110000,10,11000,1068,10,11000,1068,77
PRV51815,No,0,810,5,162,0,5,162,0,65
PRV51816,No,6408,68000,7,9714,915,7,9714,915,73
PRV51818,Yes,30972,267000,29,9207,1068,27,9889,1147,74
PRV51819,No,2136,7050,3,2350,712,3,2350,712,79
PRV51820,No,5340,25000,5,5000,1068,5,5000,1068,80
PRV51821,No,9612,138000,10,13800,961,10,13800,961,74
PRV51822,No,1068,600,1,600,1068,1,600,1068,89
PRV51823,No,8544,44530,11,4048,777,11,4048,777,73
PRV51824,No,9612,59900,10,5990,961,9,6656,1068,67
PRV51826,Yes,21360,265000,21,12619,1017,20,13250,1068,70
PRV51827,No,18156,130000,18,7222,1009,17,7647,1068,70
PRV51828,No,11748,111000,11,10091,1068,11,10091,1068,75
PRV51829,No,5340,36000,5,7200,1068,5,7200,1068,75
PRV51830,No,6408,20000,6,3333,1068,6,3333,1068,69
PRV51831,No,1068,28000,2,14000,534,2,14000,534,68
PRV51833,No,3204,15000,3,5000,1068,3,5000,1068,81
PRV51836,Yes,5250,505000,1794,281,3,644,784,8,75
PRV51837,No,15172,200310,104,1926,146,99,2023,153,75
PRV51838,No,870,54000,200,270,4,169,320,5,74
PRV51840,Yes,41972,380600,118,3225,356,111,3429,378,73
PRV51841,No,8934,132310,56,2363,160,52,2544,172,74
PRV51842,Yes,123350,1220600,294,4152,420,223,5474,553,72
PRV51843,No,50,18810,50,376,1,36,523,1,73
PRV51845,No,11818,110280,45,2451,263,40,2757,295,73
PRV51846,No,2236,19070,29,658,77,25,763,89,66
PRV51847,No,0,9420,42,224,0,38,248,0,76
PRV51848,No,0,15680,57,275,0,55,285,0,75
PRV51849,No,3784,50620,146,347,26,111,456,34,76
PRV51851,Yes,55618,669490,472,1418,118,336,1993,166,73
PRV51852,No,60,7740,19,407,3,18,430,3,77
PRV51855,No,17288,145170,120,1210,144,92,1578,188,71
PRV51856,No,300,31500,117,269,3,107,294,3,73
PRV51857,Yes,26700,383490,57,6728,468,47,8159,568,72
PRV51858,No,200,14380,61,236,3,59,244,3,73
PRV51859,No,160,15500,65,238,2,60,258,3,75
PRV51860,No,5612,244610,776,315,7,351,697,16,76
PRV51861,No,0,2760,21,131,0,20,138,0,76
PRV51862,No,8554,92870,20,4644,428,20,4644,428,74
PRV51863,No,18186,286700,73,3927,249,66,4344,276,74
PRV51864,No,6738,91090,133,685,51,75,1215,90,74
PRV51865,No,0,11670,28,417,0,27,432,0,76
PRV51867,No,300,32130,102,315,3,97,331,3,74
PRV51868,Yes,101510,1099710,144,7637,705,123,8941,825,73
PRV51869,No,2206,26480,21,1261,105,21,1261,105,74
PRV51870,No,60,19290,55,351,1,54,357,1,73
PRV51871,No,20,5920,30,197,1,29,204,1,75
PRV51872,No,110,8840,24,368,5,23,384,5,77
PRV51873,Yes,28248,341480,144,2371,196,130,2627,217,73
PRV51874,No,70,11290,44,257,2,42,269,2,75
PRV51875,No,0,50,1,50,0,1,50,0,74
PRV51876,Yes,18336,242320,61,3972,301,57,4251,322,75
PRV51877,No,0,290,4,73,0,4,73,0,76
PRV51878,No,90,3110,12,259,8,12,259,8,74
PRV51879,No,370,40710,105,388,4,36,1131,10,74
PRV51884,No,5400,84530,44,1921,123,44,1921,123,76
PRV51885,No,120,25670,85,302,1,49,524,2,75
PRV51886,No,50,2160,18,120,3,5,432,10,71
PRV51887,No,40,120,2,60,20,2,60,20,71
PRV51888,No,100,640,5,128,20,5,128,20,69
PRV51889,No,0,170,4,43,0,1,170,0,78
PRV51890,No,1128,14510,21,691,54,18,806,63,72
PRV51891,No,0,480,3,160,0,3,160,0,67
PRV51892,No,0,750,5,150,0,5,150,0,61
PRV51894,No,0,9210,20,461,0,20,461,0,76
PRV51895,No,200,3730,18,207,11,8,466,25,71
PRV51896,No,0,530,5,106,0,4,133,0,68
PRV51897,No,190,10930,65,168,3,38,288,5,76
PRV51898,No,1068,12520,59,212,18,49,256,22,76
PRV51899,No,0,5500,23,239,0,16,344,0,76
PRV51901,No,0,3600,7,514,0,7,514,0,78
PRV51902,No,0,1300,4,325,0,1,1300,0,77
PRV51905,No,670,82540,257,321,3,85,971,8,73
PRV51906,No,0,2730,22,124,0,8,341,0,71
PRV51908,No,160,14270,22,649,7,22,649,7,73
PRV51909,No,0,3460,16,216,0,16,216,0,77
PRV51910,No,120,27950,82,341,1,49,570,2,69
PRV51911,No,210,25540,93,275,2,56,456,4,73
PRV51913,No,0,70,1,70,0,1,70,0,77
PRV51914,No,0,1680,11,153,0,11,153,0,78
PRV51915,No,0,6170,20,309,0,16,386,0,77
PRV51916,No,0,7290,43,170,0,13,561,0,67
PRV51917,No,0,970,11,88,0,9,108,0,72
PRV51918,No,0,50,1,50,0,1,50,0,75
PRV51919,No,6408,101000,6,16833,1068,6,16833,1068,70
PRV51920,Yes,9712,100700,18,5594,540,18,5594,540,71
PRV51921,No,170,19290,70,276,2,24,804,7,79
PRV51922,No,100,5090,24,212,4,11,463,9,69
PRV51923,No,100,1040,9,116,11,7,149,14,72
PRV51924,No,100,15710,50,314,2,25,628,4,72
PRV51925,No,0,1960,4,490,0,3,653,0,76
PRV51926,No,140,13870,32,433,4,30,462,5,77
PRV51927,No,5340,64050,6,10675,890,6,10675,890,77
PRV51928,No,50,7140,30,238,2,30,238,2,75
PRV51929,No,9064,106630,111,961,82,109,978,83,75
PRV51930,No,0,1010,6,168,0,6,168,0,81
PRV51931,No,1158,18430,46,401,25,45,410,26,76
PRV51932,No,2216,31970,21,1522,106,21,1522,106,76
PRV51933,No,220,14370,57,252,4,56,257,4,76
PRV51934,No,550,27270,111,246,5,111,246,5,75
PRV51935,No,3304,38280,57,672,58,55,696,60,76
PRV51936,No,60,4770,20,239,3,20,239,3,72
PRV51937,No,160,18270,90,203,2,87,210,2,75
PRV51938,No,2296,42020,106,396,22,95,442,24,74
PRV51940,Yes,200864,1992270,251,7937,800,227,8777,885,75
PRV51941,No,2176,17990,27,666,81,27,666,81,76
PRV51942,No,50,11880,53,224,1,52,228,1,76
PRV51943,No,1268,28970,89,326,14,85,341,15,76
PRV51944,No,5620,96100,124,775,45,111,866,51,75
PRV51946,No,24684,201370,91,2213,271,89,2263,277,73
PRV51947,No,1208,24090,28,860,43,27,892,45,74
PRV51948,Yes,149482,1519950,515,2951,290,354,4294,422,76
PRV51949,No,20412,260140,71,3664,287,68,3826,300,77
PRV51950,No,2166,45770,69,663,31,68,673,32,77
PRV51951,Yes,51464,473010,102,4637,505,87,5437,592,75
PRV51952,No,260,2470,19,130,14,19,130,14,74
PRV51954,No,24966,450930,643,701,39,577,782,43,74
PRV51956,No,2236,24110,14,1722,160,14,1722,160,70
PRV51957,No,24634,210190,79,2661,312,77,2730,320,73
PRV51958,No,1308,11000,29,379,45,29,379,45,78
PRV51959,No,2050,213350,751,284,3,398,536,5,76
PRV51960,No,22468,266640,48,5555,468,45,5925,499,75
PRV51961,No,250,46610,159,293,2,137,340,2,77
PRV51963,No,330,13630,54,252,6,48,284,7,77
PRV51964,No,60,2440,17,144,4,17,144,4,76
PRV51965,No,0,2680,19,141,0,18,149,0,77
PRV51966,No,0,2450,3,817,0,3,817,0,82
PRV51967,No,180,16830,57,295,3,53,318,3,78
PRV51968,No,0,90,1,90,0,1,90,0,42
PRV51969,No,80,15450,42,368,2,39,396,2,73
PRV51970,No,20,25410,35,726,1,32,794,1,75
PRV51972,No,70,9460,35,270,2,34,278,2,76
PRV51973,No,200,19060,74,258,3,63,303,3,77
PRV51974,No,50,710,4,178,13,4,178,13,66
PRV51976,No,7476,61000,7,8714,1068,7,8714,1068,77
PRV51977,No,1068,8000,1,8000,1068,1,8000,1068,74
PRV51978,No,4272,31000,4,7750,1068,4,7750,1068,82
PRV51979,Yes,13884,136000,13,10462,1068,12,11333,1157,82
PRV51981,No,5340,18000,5,3600,1068,5,3600,1068,76
PRV51983,No,280,7050,40,176,7,39,181,7,77
PRV51984,No,1420,160780,525,306,3,337,477,4,74
PRV51987,No,0,30,2,15,0,2,15,0,82
PRV51988,No,190,12230,37,331,5,32,382,6,74
PRV51989,No,0,4060,18,226,0,18,226,0,72
PRV51990,No,160,18690,89,210,2,49,381,3,74
PRV51991,No,0,9570,31,309,0,30,319,0,75
PRV51992,No,190,10790,61,177,3,54,200,4,75
PRV51993,No,0,230,2,115,0,2,115,0,73
PRV51994,No,30,11780,33,357,1,31,380,1,72
PRV51995,No,0,9700,20,485,0,20,485,0,74
PRV51996,No,180,10070,41,246,4,38,265,5,76
PRV51998,No,180,5360,28,191,6,28,191,6,75
PRV51999,No,0,2660,17,156,0,17,156,0,78
PRV52001,No,2850,320620,1177,272,2,744,431,4,73
PRV52002,Yes,25284,343260,188,1826,134,180,1907,140,74
PRV52003,No,82426,806950,154,5240,535,144,5604,572,76
PRV52004,No,190,15680,47,334,4,41,382,5,74
PRV52007,No,40,1910,18,106,2,18,106,2,70
PRV52008,No,100,4830,25,193,4,24,201,4,74
PRV52009,No,200,5770,35,165,6,33,175,6,76
PRV52010,No,0,1400,7,200,0,7,200,0,82
PRV52011,No,0,7070,26,272,0,23,307,0,72
PRV52012,No,1068,8000,1,8000,1068,1,8000,1068,95
PRV52013,No,200,14210,62,229,3,56,254,4,76
PRV52014,No,950,93890,351,267,3,299,314,3,73
PRV52017,No,23248,304770,280,1088,83,262,1163,89,74
PRV52019,Yes,539426,5996050,1961,3058,275,1734,3458,311,74
PRV52020,Yes,97360,1164820,606,1922,161,577,2019,169,75
PRV52021,Yes,193530,1951850,613,3184,316,570,3424,340,75
PRV52022,No,70,17770,66,269,1,66,269,1,74
PRV52024,No,30,2100,2,1050,15,2,1050,15,80
PRV52025,No,290,35190,119,296,2,117,301,2,72
PRV52026,No,0,6960,24,290,0,23,303,0,70
PRV52027,No,48430,402620,181,2224,268,179,2249,271,73
PRV52028,No,4442,69530,18,3863,247,18,3863,247,72
PRV52029,No,12148,166610,168,992,72,159,1048,76,74
PRV52030,Yes,9732,681360,2275,299,4,1179,578,8,75
PRV52031,No,1108,37770,125,302,9,112,337,10,74
PRV52032,Yes,60340,698640,627,1114,96,568,1230,106,75
PRV52037,No,320,52660,171,308,2,159,331,2,73
PRV52038,No,23618,240630,259,929,91,217,1109,109,74
PRV52039,No,0,10170,50,203,0,46,221,0,71
PRV52041,Yes,5490,604980,1885,321,3,918,659,6,75
PRV52042,No,1068,27720,52,533,21,50,554,21,76
PRV52044,No,45924,408830,79,5175,581,75,5451,612,77
PRV52045,Yes,49598,577030,243,2375,204,231,2498,215,75
PRV52046,No,290,28190,101,279,3,98,288,3,77
PRV52047,No,16020,148550,24,6190,668,21,7074,763,69
PRV52048,No,250,38820,108,359,2,98,396,3,75
PRV52049,No,690,55850,192,291,4,189,296,4,74
PRV52051,No,120,35290,89,397,1,88,401,1,72
PRV52052,No,5430,48580,58,838,94,56,868,97,72
PRV52054,No,670,78490,240,327,3,232,338,3,76
PRV52055,No,640,51010,203,251,3,148,345,4,74
PRV52056,No,490,17280,60,288,8,52,332,9,74
PRV52057,No,9962,173770,185,939,54,164,1060,61,73
PRV52058,No,610,55450,204,272,3,199,279,3,74
PRV52059,Yes,17854,540810,1287,420,14,430,1258,42,75
PRV52061,No,330,31790,131,243,3,121,263,3,74
PRV52062,No,240,56860,184,309,1,181,314,1,75
PRV52063,No,93488,1116210,792,1409,118,728,1533,128,74
PRV52064,Yes,47956,1119680,2844,394,17,1536,729,31,74
PRV52065,Yes,123470,1250280,325,3847,380,316,3957,391,75
PRV52066,Yes,4350,386530,1455,266,3,630,614,7,75
PRV52068,No,420,13080,48,273,9,48,273,9,77
PRV52069,No,280,22280,88,253,3,84,265,3,76
PRV52071,No,1960,259850,749,347,3,328,792,6,75
PRV52072,No,40604,421030,132,3190,308,124,3395,327,75
PRV52073,No,29904,359250,64,5613,467,63,5702,475,75
PRV52074,No,11918,161600,141,1146,85,134,1206,89,73
PRV52075,No,0,1220,5,244,0,5,244,0,63
PRV52076,No,59050,554060,221,2507,267,199,2784,297,75
PRV52077,Yes,112534,1364150,1156,1180,97,695,1963,162,76
PRV52079,No,7476,45100,33,1367,227,31,1455,241,74
PRV52081,No,3204,28270,24,1178,134,24,1178,134,77
PRV52082,No,0,880,8,110,0,8,110,0,82
PRV52084,No,10700,107750,34,3169,315,32,3367,334,73
PRV52085,No,2530,240620,824,292,3,747,322,3,74
PRV52087,No,2376,20350,56,363,42,44,463,54,75
PRV52088,No,1268,24990,44,568,29,44,568,29,76
PRV52089,Yes,16650,221580,145,1528,115,102,2172,163,77
PRV52090,No,420,98250,303,324,1,279,352,2,76
PRV52092,No,13156,141470,159,890,83,144,982,91,74
PRV52094,No,7626,161120,53,3040,144,50,3222,153,74
PRV52095,No,1068,15560,38,409,28,37,421,29,73
PRV52097,No,1168,19640,55,357,21,51,385,23,74
PRV52098,No,1890,122660,469,262,4,435,282,4,74
PRV52099,No,2516,31370,90,349,28,71,442,35,70
PRV52100,Yes,173106,1533150,201,7628,861,177,8662,978,74
PRV52101,No,1068,12500,15,833,71,15,833,71,76
PRV52102,No,80,1910,15,127,5,15,127,5,79
PRV52104,No,3200,347070,1189,292,3,663,523,5,74
PRV52105,No,0,12780,26,492,0,25,511,0,77
PRV52107,No,10132,124760,119,1048,85,114,1094,89,74
PRV52109,No,500,75580,248,305,2,222,340,2,75
PRV52111,No,9812,89960,85,1058,115,82,1097,120,75
PRV52112,No,25942,259790,85,3056,305,85,3056,305,74
PRV52113,No,610,22170,120,185,5,53,418,12,74
PRV52114,Yes,113584,1418220,1269,1118,90,633,2240,179,74
PRV52115,Yes,20722,241500,90,2683,230,74,3264,280,72
PRV52118,No,4582,113660,52,2186,88,49,2320,94,72
PRV52119,Yes,17108,202380,52,3892,329,51,3968,335,71
PRV52120,Yes,172092,1950720,1231,1585,140,1098,1777,157,74
PRV52121,No,4642,49610,53,936,88,50,992,93,73
PRV52122,No,170,18740,41,457,4,41,457,4,74
PRV52123,Yes,170262,1447140,256,5653,665,219,6608,777,75
PRV52124,Yes,7656,189250,115,1646,67,113,1675,68,74
PRV52126,No,41822,388830,110,3535,380,106,3668,395,73
PRV52127,No,5340,73050,15,4870,356,15,4870,356,75
PRV52128,No,53550,492550,113,4359,474,106,4647,505,73
PRV52129,No,710,55590,223,249,3,75,741,9,75
PRV52130,No,11120,141100,93,1517,120,90,1568,124,72
PRV52131,No,30114,349760,84,4164,359,75,4663,402,72
PRV52133,No,3296,105080,305,345,11,270,389,12,74
PRV52135,Yes,220008,1825550,263,6941,837,239,7638,921,76
PRV52136,No,43090,380190,104,3656,414,100,3802,431,72
PRV52138,No,600,58880,188,313,3,179,329,3,72
PRV52140,No,80,5130,19,270,4,18,285,4,74
PRV52141,No,5384,220290,671,328,8,341,646,16,73
PRV52142,No,30044,248520,59,4212,509,59,4212,509,77
PRV52143,No,50,8290,17,488,3,17,488,3,81
PRV52144,No,12966,123130,134,919,97,133,926,97,73
PRV52145,No,650,60910,245,249,3,236,258,3,74
PRV52146,No,25632,240710,40,6018,641,39,6172,657,78
PRV52147,Yes,19404,291500,211,1382,92,211,1382,92,74
PRV52148,No,45006,345150,78,4425,577,76,4541,592,76
PRV52149,No,15732,191550,180,1064,87,174,1101,90,74
PRV52150,No,33668,445240,310,1436,109,288,1546,117,75
PRV52151,Yes,49338,474110,121,3918,408,114,4159,433,75
PRV52152,No,47052,454360,88,5163,535,84,5409,560,77
PRV52154,No,2570,194350,742,262,3,705,276,4,74
PRV52155,No,13086,98490,62,1589,211,56,1759,234,78
PRV52156,No,13964,271910,124,2193,113,123,2211,114,74
PRV52157,No,45596,494450,227,2178,201,178,2778,256,74
PRV52159,No,26262,288300,271,1064,97,263,1096,100,75
PRV52160,No,3474,41460,53,782,66,53,782,66,76
PRV52161,No,0,1660,10,166,0,10,166,0,80
PRV52162,No,1258,28000,39,718,32,36,778,35,76
PRV52163,No,2216,37470,62,604,36,62,604,36,74
PRV52165,Yes,10790,114060,72,1584,150,62,1840,174,73
PRV52166,No,7676,69300,100,693,77,85,815,90,76
PRV52167,No,9832,116390,80,1455,123,74,1573,133,74
PRV52168,No,300,17660,78,226,4,77,229,4,75
PRV52169,No,70,10000,39,256,2,38,263,2,72
PRV52170,No,3204,62090,43,1444,75,43,1444,75,72
PRV52171,No,3204,17820,12,1485,267,12,1485,267,78
PRV52173,Yes,124956,1381400,119,11608,1050,108,12791,1157,74
PRV52174,No,0,830,4,208,0,4,208,0,73
PRV52175,No,410,58320,221,264,2,215,271,2,75
PRV52176,No,22428,312000,21,14857,1068,21,14857,1068,78
PRV52177,No,5490,33850,39,868,141,39,868,141,77
PRV52178,Yes,137772,1379590,136,10144,1013,121,11402,1139,75
PRV52179,No,2306,39910,44,907,52,19,2101,121,68
PRV52180,No,5720,78720,62,1270,92,58,1357,99,75
PRV52181,Yes,10680,108640,27,4024,396,25,4346,427,71
PRV52182,No,5670,63620,109,584,52,54,1178,105,77
PRV52184,No,0,2960,21,141,0,20,148,0,73
PRV52185,No,230,15510,68,228,3,54,287,4,73
PRV52186,No,110,7160,41,175,3,38,188,3,75
PRV52187,No,0,7440,27,276,0,25,298,0,75
PRV52188,No,14992,171080,33,5184,454,32,5346,469,75
PRV52189,No,60,5890,23,256,3,20,295,3,78
PRV52191,No,0,8640,28,309,0,25,346,0,77
PRV52192,No,6408,52060,32,1627,200,29,1795,221,78
